Date,Name,Curve_Forward_Energy,Current,Status,Voltage
2023-02-16,HAA221004655,0,0,Warehousing,0
2023-02-16,HAA221004654,0,0,Warehousing,0
2023-02-16,HAA221004653,0,0,Warehousing,0
2023-02-16,HAA221004652,0,0,Warehousing,0
2023-02-16,HAA221004651,0,0,Warehousing,0
2023-02-16,HAA221004650,0,0,Warehousing,0
2023-02-16,HAA221004649,0,0,Warehousing,0
2023-02-16,HAA221004648,0,0,Warehousing,0
2023-02-16,HAA221004647,0,0,Warehousing,0
2023-02-16,HAA221004646,0,0,Warehousing,0
2023-02-16,HAA221004645,0,0,Warehousing,0
2023-02-16,HAA221004644,0,0,Warehousing,0
2023-02-16,HAA221004643,0,0,Warehousing,0
2023-02-16,HAA221004642,0,0,Warehousing,0
2023-02-16,HAA221004641,0,0,Warehousing,0
2023-02-16,HAA221004640,0,0,Warehousing,0
2023-02-16,HAA221004639,0,0,Warehousing,0
2023-02-16,HAA221004638,0,0,Warehousing,0
2023-02-16,HAA221004637,0,0,Warehousing,0
2023-02-16,HAA221004636,0,0,Warehousing,0
2023-02-16,HAA221004635,0,0,Warehousing,0
2023-02-16,HAA221004634,0,0,Warehousing,0
2023-02-16,HAA221003718,0,0,Warehousing,0
2023-02-16,HAA221003717,0,0,Warehousing,0
2023-02-16,HAA221003716,0,0,Warehousing,0
2023-02-16,HAA221003715,0,0,Warehousing,0
2023-02-16,HAA221003714,0,0,Warehousing,0
2023-02-16,HAA221003713,0,0,Warehousing,0
2023-02-16,HAA221003712,0,0,Warehousing,0
2023-02-16,HAA221003711,0,0,Warehousing,0
2023-02-16,HAA221003710,0,0,Warehousing,0
2023-02-16,HAA221003709,0,0,Warehousing,0
2023-02-16,HAA221003708,0,0,Warehousing,0
2023-02-16,HAA221003707,0,0,Warehousing,0
2023-02-16,HAA221003706,0,0,Warehousing,0
2023-02-16,HAA221003705,0,0,Warehousing,0
2023-02-16,HAA221003704,0,0,Warehousing,0
2023-02-16,HAA221003703,0,0,Warehousing,0
2023-02-16,HAA221003702,0,0,Warehousing,0
2023-02-16,HAA221003701,0,0,Warehousing,0
2023-02-16,HAA221003700,0,0,Warehousing,0
2023-02-16,HAA221003699,0,0,Warehousing,0
2023-02-16,HAA221003698,0,0,Warehousing,0
2023-02-16,HAA221003697,0,0,Warehousing,0
2023-02-16,HAA221003696,0,0,Warehousing,0
2023-02-16,HAA221003695,0,0,Warehousing,0
2023-02-16,HAA221003694,0,0,Warehousing,0
2023-02-16,HAA221003693,0,0,Warehousing,0
2023-02-16,HAA221003692,0,0,Warehousing,0
2023-02-16,HAA221003691,0,0,Warehousing,0
2023-02-16,HAA221003690,0,0,Warehousing,0
2023-02-16,HAA221003689,0,0,Warehousing,0
2023-02-16,HAA221003688,0,0,Warehousing,0
2023-02-16,HAA221003687,0,0,Warehousing,0
2023-02-16,HAA221003686,0,0,Warehousing,0
2023-02-16,HAA221003685,0,0,Warehousing,0
2023-02-16,HAA221003684,0,0,Warehousing,0
2023-02-16,HAA221003683,0,0,Warehousing,0
2023-02-16,HAA221003682,0,0,Warehousing,0
2023-02-16,HAA221003681,0,0,Warehousing,0
2023-02-16,HAA221003680,0,0,Warehousing,0
2023-02-16,HAA221003679,0,0,Warehousing,0
2023-02-16,HAA221003678,0,0,Warehousing,0
2023-02-16,HAA221003677,0,0,Warehousing,0
2023-02-16,HAA221003676,0,0,Warehousing,0
2023-02-16,HAA221003675,0,0,Warehousing,0
2023-02-16,HAA221003674,0,0,Warehousing,0
2023-02-16,HAA221003673,0,0,Warehousing,0
2023-02-16,HAA221003672,0,0,Warehousing,0
2023-02-16,HAA221003671,0,0,Warehousing,0
2023-02-16,HAA221003670,0,0,Warehousing,0
2023-02-16,HAA221003669,0,0,Warehousing,0
2023-02-16,HAA221003668,0,0,Warehousing,0
2023-02-16,HAA221003667,0,0,Warehousing,0
2023-02-16,HAA221003666,0,0,Warehousing,0
2023-02-16,HAA221003665,0,0,Warehousing,0
2023-02-16,HAA221003664,0,0,Warehousing,0
2023-02-16,HAA221003663,0,0,Warehousing,0
2023-02-16,HAA221003662,0,0,Warehousing,0
2023-02-16,HAA221003661,0,0,Warehousing,0
2023-02-16,HAA221003660,0,0,Warehousing,0
2023-02-16,HAA221003659,0,0,Warehousing,0
2023-02-16,HAA221003658,0,0,Warehousing,0
2023-02-16,HPA221000436,0,0,Warehousing,0
2023-02-16,HPA221000435,0,0,Warehousing,0
2023-02-16,HPA221000434,0,0,Warehousing,0
2023-02-16,HPA221000433,0,0,Warehousing,0
2023-02-16,HPA221000432,0,0,Warehousing,0
2023-02-16,HPA221000431,0,0,Warehousing,0
2023-02-16,HPA221000430,0,0,Warehousing,0
2023-02-16,HPA221000429,0,0,Warehousing,0
2023-02-16,HPA221000428,0,0,Warehousing,0
2023-02-16,HPA221000427,0,0,Warehousing,0
2023-02-16,HPA221000426,0,0,Warehousing,0
2023-02-16,HPA221000425,0,0,Warehousing,0
2023-02-16,HPA221000424,0,0,Warehousing,0
2023-02-16,HPA221000423,0,0,Warehousing,0
2023-02-16,HPA221000422,0,0,Warehousing,0
2023-02-16,HPA221000421,0,0,Warehousing,0
2023-02-16,HPA221000420,0,0,Warehousing,0
2023-02-16,HPA221000419,0,0,Warehousing,0
2023-02-16,HPA221000418,0,0,Warehousing,0
2023-02-16,HPA221000417,0,0,Warehousing,0
2023-02-16,HPA221000416,0,0,Warehousing,0
2023-02-16,HPA221000415,0,0,Warehousing,0
2023-02-16,HPA221000414,0,0,Warehousing,0
2023-02-16,HPA221000413,0,0,Warehousing,0
2023-02-16,HPA221000412,0,0,Warehousing,0
2023-02-16,HPA221000411,0,0,Warehousing,0
2023-02-16,HPA221000410,0,0,Warehousing,0
2023-02-16,HPA221000409,0,0,Warehousing,0
2023-02-16,HPA221000408,0,0,Warehousing,0
2023-02-16,HPA221000407,0,0,Warehousing,0
2023-02-16,HPA221000406,0,0,Warehousing,0
2023-02-16,HPA221000405,0,0,Warehousing,0
2023-02-16,HPA221000404,0,0,Warehousing,0
2023-02-16,HPA221000403,0,0,Warehousing,0
2023-02-16,HPA221000402,0,0,Warehousing,0
2023-02-16,HPA221000401,0,0,Warehousing,0
2023-02-16,HPA221000400,0,0,Warehousing,0
2023-02-16,HPA221000399,0,0,Warehousing,0
2023-02-16,HPA221000398,0,0,Warehousing,0
2023-02-16,HPA221000397,0,0,Warehousing,0
2023-02-16,HPA221000396,0,0,Warehousing,0
2023-02-16,HPA221000395,0,0,Warehousing,0
2023-02-16,HPA221000394,0,0,Warehousing,0
2023-02-16,HPA221000393,0,0,Warehousing,0
2023-02-16,HPA221000392,0,0,Warehousing,0
2023-02-16,HPA221000391,0,0,Warehousing,0
2023-02-16,HPA221000390,0,0,Warehousing,0
2023-02-16,HPA221000389,0,0,Warehousing,0
2023-02-16,HPA221000388,0,0,Warehousing,0
2023-02-16,HPA221000387,0,0,Warehousing,0
2023-02-16,HPA221000386,0,0,Warehousing,0
2023-02-16,HPA221000385,0,0,Warehousing,0
2023-02-16,HPA221000384,0,0,Warehousing,0
2023-02-16,HPA221000383,0,0,Warehousing,0
2023-02-16,HPA221000382,0,0,Warehousing,0
2023-02-16,HPA221000381,0,0,Warehousing,0
2023-02-16,HPA221000380,0,0,Warehousing,0
2023-02-16,HPA221000379,0,0,Warehousing,0
2023-02-16,HPA221000378,0,0,Warehousing,0
2023-02-16,HPA221000377,0,0,Warehousing,0
2023-02-16,HPA221000376,0,0,Warehousing,0
2023-02-16,HAA221005670,0,0,Warehousing,0
2023-02-16,HAA221005669,0,0,Warehousing,0
2023-02-16,HAA221005668,0,0,Warehousing,0
2023-02-16,HAA221005667,0,0,Warehousing,0
2023-02-16,HAA221005666,0,0,Warehousing,0
2023-02-16,HAA221005665,0,0,Warehousing,0
2023-02-16,HAA221005664,0,0,Warehousing,0
2023-02-16,HAA221005663,0,0,Warehousing,0
2023-02-16,HAA221005662,0,0,Warehousing,0
2023-02-16,HAA221005661,0,0,Warehousing,0
2023-02-16,HAA221005660,0,0,Warehousing,0
2023-02-16,HAA221005659,0,0,Warehousing,0
2023-02-16,HAA221005658,0,0,Warehousing,0
2023-02-16,HAA221005657,0,0,Warehousing,0
2023-02-16,HAA221005656,0,0,Warehousing,0
2023-02-16,HAA221005655,0,0,Warehousing,0
2023-02-16,HAA221005654,0,0,Warehousing,0
2023-02-16,HAA221005653,0,0,Warehousing,0
2023-02-16,HAA221005652,0,0,Warehousing,0
2023-02-16,HAA221005651,0,0,Warehousing,0
2023-02-16,HAA221005650,0,0,Warehousing,0
2023-02-16,HAA221005649,0,0,Warehousing,0
2023-02-16,HAA221005648,0,0,Warehousing,0
2023-02-16,HAA221005647,0,0,Warehousing,0
2023-02-16,HAA221005646,0,0,Warehousing,0
2023-02-16,HAA221005645,0,0,Warehousing,0
2023-02-16,HAA221005644,0,0,Warehousing,0
2023-02-16,HAA221005643,0,0,Warehousing,0
2023-02-16,HAA221005642,0,0,Warehousing,0
2023-02-16,HAA221005641,0,0,Warehousing,0
2023-02-16,HAA221005640,0,0,Warehousing,0
2023-02-16,HAA221005639,0,0,Warehousing,0
2023-02-16,HAA221005638,0,0,Warehousing,0
2023-02-16,HAA221005637,0,0,Warehousing,0
2023-02-16,HAA221005636,0,0,Warehousing,0
2023-02-16,HAA221005635,0,0,Warehousing,0
2023-02-16,HAA221005634,0,0,Warehousing,0
2023-02-16,HAA221005633,0,0,Warehousing,0
2023-02-16,HAA221005632,0,0,Warehousing,0
2023-02-16,HAA221005631,0,0,Warehousing,0
2023-02-16,HAA221005630,0,0,Warehousing,0
2023-02-16,HAA221005629,0,0,Warehousing,0
2023-02-16,HAA221005628,0,0,Warehousing,0
2023-02-16,HAA221005627,0,0,Warehousing,0
2023-02-16,HAA221005626,0,0,Warehousing,0
2023-02-16,HAA221005625,0,0,Warehousing,0
2023-02-16,HAA221005624,0,0,Warehousing,0
2023-02-16,HAA221005623,0,0,Warehousing,0
2023-02-16,HAA221005622,0,0,Warehousing,0
2023-02-16,HAA221005621,0,0,Warehousing,0
2023-02-16,HAA221005620,0,0,Warehousing,0
2023-02-16,HAA221005619,0,0,Warehousing,0
2023-02-16,HAA221005618,0,0,Warehousing,0
2023-02-16,HAA221005617,0,0,Warehousing,0
2023-02-16,HAA221005616,0,0,Warehousing,0
2023-02-16,HAA221005615,0,0,Warehousing,0
2023-02-16,HAA221005614,0,0,Warehousing,0
2023-02-16,HAA221005613,0,0,Warehousing,0
2023-02-16,HAA221005612,0,0,Warehousing,0
2023-02-16,HAA221005611,0,0,Warehousing,0
2023-02-16,HAA221005610,0,0,Warehousing,0
2023-02-16,HAA221004633,0,0,Warehousing,0
2023-02-16,HAA221004632,0,0,Warehousing,0
2023-02-16,HAA221004631,0,0,Warehousing,0
2023-02-16,HAA221004630,0,0,Warehousing,0
2023-02-16,HAA221004629,0,0,Warehousing,0
2023-02-16,HAA221004628,0,0,Warehousing,0
2023-02-16,HAA221004627,0,0,Warehousing,0
2023-02-16,HAA221004626,0,0,Warehousing,0
2023-02-16,HAA221004625,0,0,Warehousing,0
2023-02-16,HAA221004624,0,0,Warehousing,0
2023-02-16,HAA221004623,0,0,Warehousing,0
2023-02-16,HAA221004622,0,0,Warehousing,0
2023-02-16,HAA221004621,0,0,Warehousing,0
2023-02-16,HAA221004620,0,0,Warehousing,0
2023-02-16,HAA221004619,0,0,Warehousing,0
2023-02-16,HAA221004618,0,0,Warehousing,0
2023-02-16,HAA221004617,0,0,Warehousing,0
2023-02-16,HAA221004616,0,0,Warehousing,0
2023-02-16,HAA221004615,0,0,Warehousing,0
2023-02-16,HAA221004614,0,0,Warehousing,0
2023-02-16,HAA221004613,0,0,Warehousing,0
2023-02-16,HAA221004612,0,0,Warehousing,0
2023-02-16,HAA221004611,0,0,Warehousing,0
2023-02-16,HAA221004610,0,0,Warehousing,0
2023-02-16,HAA221004609,0,0,Warehousing,0
2023-02-16,HAA221004608,0,0,Warehousing,0
2023-02-16,HAA221004607,0,0,Warehousing,0
2023-02-16,HAA221004606,0,0,Warehousing,0
2023-02-16,HAA221004605,0,0,Warehousing,0
2023-02-16,HAA221004604,0,0,Warehousing,0
2023-02-16,HAA221004603,0,0,Warehousing,0
2023-02-16,HAA221004602,0,0,Warehousing,0
2023-02-16,HAA221004601,0,0,Warehousing,0
2023-02-16,HAA221004600,0,0,Warehousing,0
2023-02-16,HAA221004599,0,0,Warehousing,0
2023-02-16,HAA221004598,0,0,Warehousing,0
2023-02-16,HAA221004597,0,0,Warehousing,0
2023-02-16,HAA221004596,0,0,Warehousing,0
2023-02-16,HAA221004595,0,0,Warehousing,0
2023-02-16,HAA221004594,0,0,Warehousing,0
2023-02-16,HAA221004593,0,0,Warehousing,0
2023-02-16,HAA221004592,0,0,Warehousing,0
2023-02-16,HAA221004591,0,0,Warehousing,0
2023-02-16,HAA221004590,0,0,Warehousing,0
2023-02-16,HAA221004589,0,0,Warehousing,0
2023-02-16,HAA221004588,0,0,Warehousing,0
2023-02-16,HAA221004587,0,0,Warehousing,0
2023-02-16,HAA221004586,0,0,Warehousing,0
2023-02-16,HAA221004585,0,0,Warehousing,0
2023-02-16,HAA221004584,0,0,Warehousing,0
2023-02-16,HAA221004583,0,0,Warehousing,0
2023-02-16,HAA221004582,0,0,Warehousing,0
2023-02-16,HAA221004581,0,0,Warehousing,0
2023-02-16,HAA221004580,0,0,Warehousing,0
2023-02-16,HAA221004579,0,0,Warehousing,0
2023-02-16,HAA221004578,0,0,Warehousing,0
2023-02-16,HAA221004577,0,0,Warehousing,0
2023-02-16,HAA221004576,0,0,Warehousing,0
2023-02-16,HAA221004575,0,0,Warehousing,0
2023-02-16,HAA221004574,0,0,Warehousing,0
2023-02-16,HAA221004573,0,0,Warehousing,0
2023-02-16,HAA221003657,0,0,Warehousing,0
2023-02-16,HAA221003656,0,0,Warehousing,0
2023-02-16,HAA221003655,0,0,Warehousing,0
2023-02-16,HAA221003654,0,0,Warehousing,0
2023-02-16,HAA221003653,0,0,Warehousing,0
2023-02-16,HAA221003652,0,0,Warehousing,0
2023-02-16,HAA221003651,0,0,Warehousing,0
2023-02-16,HAA221003650,0,0,Warehousing,0
2023-02-16,HAA221003649,0,0,Warehousing,0
2023-02-16,HAA221003648,0,0,Warehousing,0
2023-02-16,HAA221003647,0,0,Warehousing,0
2023-02-16,HAA221003646,0,0,Warehousing,0
2023-02-16,HAA221003645,0,0,Warehousing,0
2023-02-16,HAA221003644,0,0,Warehousing,0
2023-02-16,HAA221003643,0,0,Warehousing,0
2023-02-16,HAA221003642,0,0,Warehousing,0
2023-02-16,HAA221003641,0,0,Warehousing,0
2023-02-16,HAA221003640,0,0,Warehousing,0
2023-02-16,HAA221003639,0,0,Warehousing,0
2023-02-16,HAA221003638,0,0,Warehousing,0
2023-02-16,HAA221003637,0,0,Warehousing,0
2023-02-16,HAA221003636,0,0,Warehousing,0
2023-02-16,HAA221003635,0,0,Warehousing,0
2023-02-16,HAA221003634,0,0,Warehousing,0
2023-02-16,HAA221003633,0,0,Warehousing,0
2023-02-16,HAA221003632,0,0,Warehousing,0
2023-02-16,HAA221003631,0,0,Warehousing,0
2023-02-16,HAA221003630,0,0,Warehousing,0
2023-02-16,HAA221003629,0,0,Warehousing,0
2023-02-16,HAA221003628,0,0,Warehousing,0
2023-02-16,HAA221003627,0,0,Warehousing,0
2023-02-16,HAA221003626,0,0,Warehousing,0
2023-02-16,HAA221003625,0,0,Warehousing,0
2023-02-16,HAA221003624,0,0,Warehousing,0
2023-02-16,HAA221003623,0,0,Warehousing,0
2023-02-16,HAA221003622,0,0,Warehousing,0
2023-02-16,HAA221003621,0,0,Warehousing,0
2023-02-16,HAA221003620,0,0,Warehousing,0
2023-02-16,HAA221003619,0,0,Warehousing,0
2023-02-16,HAA221003618,0,0,Warehousing,0
2023-02-16,HAA221003617,0,0,Warehousing,0
2023-02-16,HAA221003616,0,0,Warehousing,0
2023-02-16,HAA221003615,0,0,Warehousing,0
2023-02-16,HAA221003614,0,0,Warehousing,0
2023-02-16,HAA221003613,0,0,Warehousing,0
2023-02-16,HAA221003612,0,0,Warehousing,0
2023-02-16,HAA221003611,0,0,Warehousing,0
2023-02-16,HAA221003610,0,0,Warehousing,0
2023-02-16,HAA221003609,0,0,Warehousing,0
2023-02-16,HAA221003608,0,0,Warehousing,0
2023-02-16,HAA221003607,0,0,Warehousing,0
2023-02-16,HAA221003606,0,0,Warehousing,0
2023-02-16,HAA221003605,0,0,Warehousing,0
2023-02-16,HAA221003604,0,0,Warehousing,0
2023-02-16,HAA221003603,0,0,Warehousing,0
2023-02-16,HAA221003602,0,0,Warehousing,0
2023-02-16,HAA221003601,0,0,Warehousing,0
2023-02-16,HAA221003600,0,0,Warehousing,0
2023-02-16,HAA221003599,0,0,Warehousing,0
2023-02-16,HAA221003598,0,0,Warehousing,0
2023-02-16,HAA221003597,0,0,Warehousing,0
2023-02-16,HPA221000375,0,0,Warehousing,0
2023-02-16,HPA221000374,0,0,Warehousing,0
2023-02-16,HPA221000373,0,0,Warehousing,0
2023-02-16,HPA221000372,0,0,Warehousing,0
2023-02-16,HPA221000371,0,0,Warehousing,0
2023-02-16,HPA221000370,0,0,Warehousing,0
2023-02-16,HPA221000369,0,0,Warehousing,0
2023-02-16,HPA221000368,0,0,Warehousing,0
2023-02-16,HPA221000367,0,0,Warehousing,0
2023-02-16,HPA221000366,0,0,Warehousing,0
2023-02-16,HPA221000365,0,0,Warehousing,0
2023-02-16,HPA221000364,0,0,Warehousing,0
2023-02-16,HPA221000363,0,0,Warehousing,0
2023-02-16,HPA221000362,0,0,Warehousing,0
2023-02-16,HPA221000361,0,0,Warehousing,0
2023-02-16,HPA221000360,0,0,Warehousing,0
2023-02-16,HPA221000359,0,0,Warehousing,0
2023-02-16,HPA221000358,0,0,Warehousing,0
2023-02-16,HPA221000357,0,0,Warehousing,0
2023-02-16,HPA221000356,0,0,Warehousing,0
2023-02-16,HPA221000355,0,0,Warehousing,0
2023-02-16,HPA221000354,0,0,Warehousing,0
2023-02-16,HPA221000353,0,0,Warehousing,0
2023-02-16,HPA221000352,0,0,Warehousing,0
2023-02-16,HPA221000351,0,0,Warehousing,0
2023-02-16,HPA221000350,0,0,Warehousing,0
2023-02-16,HPA221000349,0,0,Warehousing,0
2023-02-16,HPA221000348,0,0,Warehousing,0
2023-02-16,HPA221000347,0,0,Warehousing,0
2023-02-16,HPA221000346,0,0,Warehousing,0
2023-02-16,HPA221000345,0,0,Warehousing,0
2023-02-16,HPA221000344,0,0,Warehousing,0
2023-02-16,HPA221000343,0,0,Warehousing,0
2023-02-16,HPA221000342,0,0,Warehousing,0
2023-02-16,HPA221000341,0,0,Warehousing,0
2023-02-16,HPA221000340,0,0,Warehousing,0
2023-02-16,HPA221000339,0,0,Warehousing,0
2023-02-16,HPA221000338,0,0,Warehousing,0
2023-02-16,HPA221000337,0,0,Warehousing,0
2023-02-16,HPA221000336,0,0,Warehousing,0
2023-02-16,HPA221000335,0,0,Warehousing,0
2023-02-16,HPA221000334,0,0,Warehousing,0
2023-02-16,HPA221000333,0,0,Warehousing,0
2023-02-16,HPA221000332,0,0,Warehousing,0
2023-02-16,HPA221000331,0,0,Warehousing,0
2023-02-16,HPA221000330,0,0,Warehousing,0
2023-02-16,HPA221000329,0,0,Warehousing,0
2023-02-16,HPA221000328,0,0,Warehousing,0
2023-02-16,HPA221000327,0,0,Warehousing,0
2023-02-16,HPA221000326,0,0,Warehousing,0
2023-02-16,HPA221000325,0,0,Warehousing,0
2023-02-16,HPA221000324,0,0,Warehousing,0
2023-02-16,HPA221000323,0,0,Warehousing,0
2023-02-16,HPA221000322,0,0,Warehousing,0
2023-02-16,HPA221000321,0,0,Warehousing,0
2023-02-16,HPA221000320,0,0,Warehousing,0
2023-02-16,HPA221000319,0,0,Warehousing,0
2023-02-16,HPA221000318,0,0,Warehousing,0
2023-02-16,HPA221000317,0,0,Warehousing,0
2023-02-16,HPA221000316,0,0,Warehousing,0
2023-02-16,HPA221000315,0,0,Warehousing,0
2023-02-16,HAA221005609,0,0,Warehousing,0
2023-02-16,HAA221005608,0,0,Warehousing,0
2023-02-16,HAA221005607,0,0,Warehousing,0
2023-02-16,HAA221005606,0,0,Warehousing,0
2023-02-16,HAA221005605,0,0,Warehousing,0
2023-02-16,HAA221005604,0,0,Warehousing,0
2023-02-16,HAA221005603,0,0,Warehousing,0
2023-02-16,HAA221005602,0,0,Warehousing,0
2023-02-16,HAA221005601,0,0,Warehousing,0
2023-02-16,HAA221005600,0,0,Warehousing,0
2023-02-16,HAA221005599,0,0,Warehousing,0
2023-02-16,HAA221005598,0,0,Warehousing,0
2023-02-16,HAA221005597,0,0,Warehousing,0
2023-02-16,HAA221005596,0,0,Warehousing,0
2023-02-16,HAA221005595,0,0,Warehousing,0
2023-02-16,HAA221005594,0,0,Warehousing,0
2023-02-16,HAA221005593,0,0,Warehousing,0
2023-02-16,HAA221005592,0,0,Warehousing,0
2023-02-16,HAA221005591,0,0,Warehousing,0
2023-02-16,HAA221005590,0,0,Warehousing,0
2023-02-16,HAA221005589,0,0,Warehousing,0
2023-02-16,HAA221005588,0,0,Warehousing,0
2023-02-16,HAA221005587,0,0,Warehousing,0
2023-02-16,HAA221005586,0,0,Warehousing,0
2023-02-16,HAA221005585,0,0,Warehousing,0
2023-02-16,HAA221005584,0,0,Warehousing,0
2023-02-16,HAA221005583,0,0,Warehousing,0
2023-02-16,HAA221005582,0,0,Warehousing,0
2023-02-16,HAA221005581,0,0,Warehousing,0
2023-02-16,HAA221005580,0,0,Warehousing,0
2023-02-16,HAA221005579,0,0,Warehousing,0
2023-02-16,HAA221005578,0,0,Warehousing,0
2023-02-16,HAA221005577,0,0,Warehousing,0
2023-02-16,HAA221005576,0,0,Warehousing,0
2023-02-16,HAA221005575,0,0,Warehousing,0
2023-02-16,HAA221005574,0,0,Warehousing,0
2023-02-16,HAA221005573,0,0,Warehousing,0
2023-02-16,HAA221005572,0,0,Warehousing,0
2023-02-16,HAA221005571,0,0,Warehousing,0
2023-02-16,HAA221005570,0,0,Warehousing,0
2023-02-16,HAA221005569,0,0,Warehousing,0
2023-02-16,HAA221005568,0,0,Warehousing,0
2023-02-16,HAA221005567,0,0,Warehousing,0
2023-02-16,HAA221005566,0,0,Warehousing,0
2023-02-16,HAA221005565,0,0,Warehousing,0
2023-02-16,HAA221005564,0,0,Warehousing,0
2023-02-16,HAA221005563,0,0,Warehousing,0
2023-02-16,HAA221005562,0,0,Warehousing,0
2023-02-16,HAA221005561,0,0,Warehousing,0
2023-02-16,HAA221005560,0,0,Warehousing,0
2023-02-16,HAA221005559,0,0,Warehousing,0
2023-02-16,HAA221005558,0,0,Warehousing,0
2023-02-16,HAA221005557,0,0,Warehousing,0
2023-02-16,HAA221005556,0,0,Warehousing,0
2023-02-16,HAA221005555,0,0,Warehousing,0
2023-02-16,HAA221005554,0,0,Warehousing,0
2023-02-16,HAA221005553,0,0,Warehousing,0
2023-02-16,HAA221005552,0,0,Warehousing,0
2023-02-16,HAA221005551,0,0,Warehousing,0
2023-02-16,HAA221005550,0,0,Warehousing,0
2023-02-16,HAA221005549,0,0,Warehousing,0
2023-02-16,HAA221004572,0,0,Warehousing,0
2023-02-16,HAA221004571,0,0,Warehousing,0
2023-02-16,HAA221004570,0,0,Warehousing,0
2023-02-16,HAA221004569,0,0,Warehousing,0
2023-02-16,HAA221004568,0,0,Warehousing,0
2023-02-16,HAA221004567,0,0,Warehousing,0
2023-02-16,HAA221004566,0,0,Warehousing,0
2023-02-16,HAA221004565,0,0,Warehousing,0
2023-02-16,HAA221004564,0,0,Warehousing,0
2023-02-16,HAA221004563,0,0,Warehousing,0
2023-02-16,HAA221004562,0,0,Warehousing,0
2023-02-16,HAA221004561,0,0,Warehousing,0
2023-02-16,HAA221004560,0,0,Warehousing,0
2023-02-16,HAA221004559,0,0,Warehousing,0
2023-02-16,HAA221004558,0,0,Warehousing,0
2023-02-16,HAA221004557,0,0,Warehousing,0
2023-02-16,HAA221004556,0,0,Warehousing,0
2023-02-16,HAA221004555,0,0,Warehousing,0
2023-02-16,HAA221004554,0,0,Warehousing,0
2023-02-16,HAA221004553,0,0,Warehousing,0
2023-02-16,HAA221004552,0,0,Warehousing,0
2023-02-16,HAA221004551,0,0,Warehousing,0
2023-02-16,HAA221004550,0,0,Warehousing,0
2023-02-16,HAA221004549,0,0,Warehousing,0
2023-02-16,HAA221004548,0,0,Warehousing,0
2023-02-16,HAA221004547,0,0,Warehousing,0
2023-02-16,HAA221004546,0,0,Warehousing,0
2023-02-16,HAA221004545,0,0,Warehousing,0
2023-02-16,HAA221004544,0,0,Warehousing,0
2023-02-16,HAA221004543,0,0,Warehousing,0
2023-02-16,HAA221004542,0,0,Warehousing,0
2023-02-16,HAA221004541,0,0,Warehousing,0
2023-02-16,HAA221004540,0,0,Warehousing,0
2023-02-16,HAA221004539,0,0,Warehousing,0
2023-02-16,HAA221004538,0,0,Warehousing,0
2023-02-16,HAA221004537,0,0,Warehousing,0
2023-02-16,HAA221004536,0,0,Warehousing,0
2023-02-16,HAA221004535,0,0,Warehousing,0
2023-02-16,HAA221004534,0,0,Warehousing,0
2023-02-16,HAA221004533,0,0,Warehousing,0
2023-02-16,HAA221004532,0,0,Warehousing,0
2023-02-16,HAA221004531,0,0,Warehousing,0
2023-02-16,HAA221004530,0,0,Warehousing,0
2023-02-16,HAA221004529,0,0,Warehousing,0
2023-02-16,HAA221004528,0,0,Warehousing,0
2023-02-16,HAA221004527,0,0,Warehousing,0
2023-02-16,HAA221004526,0,0,Warehousing,0
2023-02-16,HAA221004525,0,0,Warehousing,0
2023-02-16,HAA221004524,0,0,Warehousing,0
2023-02-16,HAA221004523,0,0,Warehousing,0
2023-02-16,HAA221004522,0,0,Warehousing,0
2023-02-16,HAA221004521,0,0,Warehousing,0
2023-02-16,HAA221004520,0,0,Warehousing,0
2023-02-16,HAA221004519,0,0,Warehousing,0
2023-02-16,HAA221004518,0,0,Warehousing,0
2023-02-16,HAA221004517,0,0,Warehousing,0
2023-02-16,HAA221004516,0,0,Warehousing,0
2023-02-16,HAA221004515,0,0,Warehousing,0
2023-02-16,HAA221004514,0,0,Warehousing,0
2023-02-16,HAA221004513,0,0,Warehousing,0
2023-02-16,HAA221004512,0,0,Warehousing,0
2023-02-16,HAA221003596,0,0,Warehousing,0
2023-02-16,HAA221003595,0,0,Warehousing,0
2023-02-16,HAA221003594,0,0,Warehousing,0
2023-02-16,HAA221003593,0,0,Warehousing,0
2023-02-16,HAA221003592,0,0,Warehousing,0
2023-02-16,HAA221003591,0,0,Warehousing,0
2023-02-16,HAA221003590,0,0,Warehousing,0
2023-02-16,HAA221003589,0,0,Warehousing,0
2023-02-16,HAA221003588,0,0,Warehousing,0
2023-02-16,HAA221003587,0,0,Warehousing,0
2023-02-16,HAA221003586,0,0,Warehousing,0
2023-02-16,HAA221003585,0,0,Warehousing,0
2023-02-16,HAA221003584,0,0,Warehousing,0
2023-02-16,HAA221003583,0,0,Warehousing,0
2023-02-16,HAA221003582,0,0,Warehousing,0
2023-02-16,HAA221003581,0,0,Warehousing,0
2023-02-16,HAA221003580,0,0,Warehousing,0
2023-02-16,HAA221003579,0,0,Warehousing,0
2023-02-16,HAA221003578,0,0,Warehousing,0
2023-02-16,HAA221003577,0,0,Warehousing,0
2023-02-16,HAA221003576,0,0,Warehousing,0
2023-02-16,HAA221003575,0,0,Warehousing,0
2023-02-16,HAA221003574,0,0,Warehousing,0
2023-02-16,HAA221003573,0,0,Warehousing,0
2023-02-16,HAA221003572,0,0,Warehousing,0
2023-02-16,HAA221003571,0,0,Warehousing,0
2023-02-16,HAA221003570,0,0,Warehousing,0
